วันเดือนปี,เลขที่เอกสาร,รายการ,RE,JR,JV,PP,จำนวนเงิน,Dr,Cr,หมายเหตุ
22/09/2569,RC-260365,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,11268.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 265
23/09/2569,PV-260366,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,11305.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 266
24/09/2569,JV-260367,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,11342.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 267
25/09/2569,JR-260368,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,11379.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 268
26/09/2569,RC-260369,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,11416.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 269
27/09/2569,PV-260370,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,11453.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 270
28/09/2569,JV-260371,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,11490.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 271
29/09/2569,JR-260372,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,11527.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 272
30/09/2569,RC-260373,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,11564.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 273
01/10/2569,PV-260374,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,11601.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 274
02/10/2569,JV-260375,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,11638.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 275
03/10/2569,JR-260376,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,11675.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 276
04/10/2569,RC-260377,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,11712.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 277
05/10/2569,PV-260378,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,11749.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 278
06/10/2569,JV-260379,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,11786.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 279
07/10/2569,JR-260380,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,11823.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 280
08/10/2569,RC-260381,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,11860.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 281
09/10/2569,PV-260382,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,11897.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 282
10/10/2569,JV-260383,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,11934.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 283
11/10/2569,JR-260384,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,11971.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 284
12/10/2569,RC-260385,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,12008.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 285
13/10/2569,PV-260386,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,12045.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 286
14/10/2569,JV-260387,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,12082.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 287
15/10/2569,JR-260388,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,12119.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 288
16/10/2569,RC-260389,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,12156.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 289
17/10/2569,PV-260390,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,12193.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 290
18/10/2569,JV-260391,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,12230.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 291
19/10/2569,JR-260392,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,12267.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 292
20/10/2569,RC-260393,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,12304.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 293
21/10/2569,PV-260394,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,12341.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 294
22/10/2569,JV-260395,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,12378.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 295
23/10/2569,JR-260396,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,12415.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 296
24/10/2569,RC-260397,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,12452.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 297
25/10/2569,PV-260398,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,12489.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 298
26/10/2569,JV-260399,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,12526.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 299
27/10/2569,JR-260400,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,12563.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 300
28/10/2569,RC-260401,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,12600.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 301
29/10/2569,PV-260402,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,12637.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 302
30/10/2569,JV-260403,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,12674.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 303
31/10/2569,JR-260404,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,12711.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 304
01/11/2569,RC-260405,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,12748.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 305
02/11/2569,PV-260406,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,12785.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 306
03/11/2569,JV-260407,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,12822.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 307
04/11/2569,JR-260408,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,12859.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 308
05/11/2569,RC-260409,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,12896.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 309
06/11/2569,PV-260410,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,12933.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 310
07/11/2569,JV-260411,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,12970.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 311
08/11/2569,JR-260412,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,13007.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 312
09/11/2569,RC-260413,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,13044.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 313
10/11/2569,PV-260414,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,13081.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 314
11/11/2569,JV-260415,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,13118.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 315
12/11/2569,JR-260416,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,13155.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 316
13/11/2569,RC-260417,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,13192.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 317
14/11/2569,PV-260418,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,13229.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 318
15/11/2569,JV-260419,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,13266.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 319
16/11/2569,JR-260420,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,13303.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 320
17/11/2569,RC-260421,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,13340.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 321
18/11/2569,PV-260422,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,13377.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 322
19/11/2569,JV-260423,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,13414.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 323
20/11/2569,JR-260424,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,13451.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 324
21/11/2569,RC-260425,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,13488.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 325
22/11/2569,PV-260426,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,13525.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 326
23/11/2569,JV-260427,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,13562.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 327
24/11/2569,JR-260428,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,13599.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 328
25/11/2569,RC-260429,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,13636.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 329
26/11/2569,PV-260430,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,13673.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 330
27/11/2569,JV-260431,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,13710.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 331
28/11/2569,JR-260432,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,13747.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 332
29/11/2569,RC-260433,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,13784.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 333
30/11/2569,PV-260434,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,13821.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 334
01/12/2569,JV-260435,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,13858.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 335
02/12/2569,JR-260436,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,13895.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 336
03/12/2569,RC-260437,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,13932.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 337
04/12/2569,PV-260438,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,13969.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 338
05/12/2569,JV-260439,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,14006.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 339
06/12/2569,JR-260440,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,14043.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 340
07/12/2569,RC-260441,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,14080.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 341
08/12/2569,PV-260442,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,14117.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 342
09/12/2569,JV-260443,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,14154.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 343
10/12/2569,JR-260444,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,14191.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 344
11/12/2569,RC-260445,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,14228.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 345
12/12/2569,PV-260446,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,14265.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 346
13/12/2569,JV-260447,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,14302.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 347
14/12/2569,JR-260448,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,14339.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 348
15/12/2569,RC-260449,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,14376.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 349
16/12/2569,PV-260450,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,14413.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 350
17/12/2569,JV-260451,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,14450.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 351
18/12/2569,JR-260452,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,14487.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 352
19/12/2569,RC-260453,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,14524.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 353
20/12/2569,PV-260454,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,14561.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 354
21/12/2569,JV-260455,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,14598.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 355
22/12/2569,JR-260456,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,14635.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 356
23/12/2569,RC-260457,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,14672.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 357
24/12/2569,PV-260458,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,14709.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 358
25/12/2569,JV-260459,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,14746.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 359
26/12/2569,JR-260460,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,14783.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 360
27/12/2569,RC-260461,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,14820.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 361
28/12/2569,PV-260462,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,14857.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 362
29/12/2569,JV-260463,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,14894.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 363
30/12/2569,JR-260464,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,14931.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 364
31/12/2569,RC-260465,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,14968.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 365
01/01/2570,PV-260466,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,15005.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 366
02/01/2570,JV-260467,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,15042.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 367
03/01/2570,JR-260468,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,15079.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 368
04/01/2570,RC-260469,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,15116.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 369
05/01/2570,PV-260470,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,15153.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 370
06/01/2570,JV-260471,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,15190.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 371
07/01/2570,JR-260472,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,15227.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 372
08/01/2570,RC-260473,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,15264.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 373
09/01/2570,PV-260474,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,15301.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 374
10/01/2570,JV-260475,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,15338.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 375
11/01/2570,JR-260476,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,15375.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 376
12/01/2570,RC-260477,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,15412.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 377
13/01/2570,PV-260478,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,15449.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 378
14/01/2570,JV-260479,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,15486.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 379
15/01/2570,JR-260480,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,15523.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 380
16/01/2570,RC-260481,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,15560.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 381
17/01/2570,PV-260482,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,15597.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 382
18/01/2570,JV-260483,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,15634.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 383
19/01/2570,JR-260484,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,15671.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 384
20/01/2570,RC-260485,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,15708.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 385
21/01/2570,PV-260486,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,15745.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 386
22/01/2570,JV-260487,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,15782.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 387
23/01/2570,JR-260488,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,15819.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 388
24/01/2570,RC-260489,รับเงินสนับสนุนกิจกรรมวิชาการ,รับเงิน,,,,15856.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 389
25/01/2570,PV-260490,จ่ายค่าซ่อมบำรุงอาคาร,,,,จ่ายเงินออก,15893.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 390
26/01/2570,JV-260491,ปรับปรุงค่าเสื่อมราคาอุปกรณ์,,,ปรับปรุงบัญชีทั่วไป,,15930.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 391
27/01/2570,JR-260492,จ่ายค่าจ้างวิทยากรอบรม,,ปรับปรุงบัญชีเงินสด,,,15967.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 392
28/01/2570,RC-260493,รับชำระค่าธรรมเนียมการศึกษา,รับเงิน,,,,16004.00,เงินสด/เงินฝากธนาคาร,รายได้ค่าธรรมเนียม,งานวิทยาลัย รายการ 393
29/01/2570,PV-260494,จ่ายค่าวัสดุสำนักงาน,,,,จ่ายเงินออก,16041.00,ค่าใช้จ่าย,เงินสด/เจ้าหนี้,งานวิทยาลัย รายการ 394
30/01/2570,JV-260495,ปรับปรุงรายได้ค้างรับ,,,ปรับปรุงบัญชีทั่วไป,,16078.00,ลูกหนี้อื่น,รายได้ค้างรับ,งานวิทยาลัย รายการ 395
31/01/2570,JR-260496,ปรับปรุงเงินสดย่อย,,ปรับปรุงบัญชีเงินสด,,,16115.00,เงินสดย่อย,เงินสด/เงินฝากธนาคาร,งานวิทยาลัย รายการ 396
